user_id,policy,hit_rate,precision,recall,f1,latency_saved_ms,latency_saved_pct
29_F,RLAdaptiveEnsemble,0.9638,0.8082,0.9547,0.8753,1759.01,63.66
22_M,Random,0.8207,0.1538,0.4761,0.2325,1558.78,56.42
22_M,LRU,0.9614,0.4882,0.8254,0.6135,1764.5,63.86
22_M,LFU,0.9614,0.682,0.9141,0.7812,1764.5,63.86
22_M,Frequency,0.9618,0.6845,0.9156,0.7834,1765.09,63.88
22_M,RecencyFrequency,0.9618,0.6845,0.9156,0.7834,1765.09,63.88
22_M,Markov-1,0.9768,0.8019,0.951,0.8701,1787.18,64.68
22_M,Markov-2,0.9711,0.8059,0.9406,0.868,1778.86,64.38
22_M,VariableOrderMarkov,0.9687,0.7917,0.95,0.8636,1775.2,64.25
22_M,ContextMarkov,0.9667,0.7676,0.9429,0.8463,1772.32,64.14
22_M,ClusterMarkov,0.9597,0.7864,0.9481,0.8597,1762.12,63.78
22_M,GlobalMarkov2,0.9638,0.7761,0.9391,0.8499,1767.86,63.98
22_M,GraphOnly,0.9768,0.8019,0.951,0.8701,1787.18,64.68
22_M,Graph+Confidence,0.9662,0.7248,0.927,0.8135,1771.63,64.12
22_M,GraphMindRL,0.9646,0.7354,0.9153,0.8155,1769.25,64.03
22_M,RLAdaptiveEnsemble,0.965,0.7758,0.9454,0.8522,1769.85,64.06
26_F,Random,0.9247,0.1824,0.5273,0.271,2241.45,81.12
26_F,LRU,0.9736,0.7667,0.9289,0.84,2313.1,83.72
26_F,LFU,0.9736,0.779,0.9452,0.8541,2313.1,83.72
26_F,Frequency,0.9752,0.7284,0.9306,0.8172,2315.44,83.8
26_F,RecencyFrequency,0.9752,0.7435,0.9355,0.8285,2315.44,83.8
26_F,Markov-1,0.9848,0.7983,0.9479,0.8667,2329.5,84.31
26_F,Markov-2,0.9872,0.8014,0.9423,0.8661,2333.01,84.44
26_F,VariableOrderMarkov,0.9728,0.7643,0.9419,0.8438,2311.93,83.67
26_F,ContextMarkov,0.972,0.7709,0.9439,0.8487,2310.76,83.63
26_F,ClusterMarkov,0.9615,0.7652,0.9403,0.8438,2295.34,83.07
26_F,GlobalMarkov2,0.9679,0.6876,0.91,0.7833,2304.32,83.4
26_F,GraphOnly,0.9848,0.7983,0.9479,0.8667,2329.5,84.31
26_F,Graph+Confidence,0.9784,0.7773,0.9404,0.8511,2320.13,83.97
26_F,GraphMindRL,0.9776,0.781,0.9295,0.8488,2318.96,83.93
26_F,RLAdaptiveEnsemble,0.9712,0.7681,0.9431,0.8467,2309.59,83.59
23_F,Random,0.8101,0.1605,0.4887,0.2417,1786.35,64.65
23_F,LRU,0.9109,0.5028,0.8274,0.6255,1933.56,69.98
23_F,LFU,0.9128,0.5382,0.8509,0.6593,1936.91,70.1
23_F,Frequency,0.905,0.5031,0.835,0.6279,1924.55,69.65
23_F,RecencyFrequency,0.9109,0.5347,0.8518,0.657,1933.56,69.98
23_F,Markov-1,0.9147,0.6019,0.8531,0.7058,1940.52,70.23
23_F,Markov-2,0.9205,0.6134,0.8414,0.7095,1948.63,70.53
23_F,VariableOrderMarkov,0.8915,0.5523,0.8605,0.6728,1906.0,68.98
23_F,ContextMarkov,0.9012,0.5006,0.8337,0.6256,1920.94,69.52
23_F,ClusterMarkov,0.874,0.5264,0.8354,0.6459,1882.95,68.15
23_F,GlobalMarkov2,0.8779,0.46,0.7893,0.5812,1888.61,68.35
23_F,GraphOnly,0.9147,0.6019,0.8531,0.7058,1940.52,70.23
23_F,Graph+Confidence,0.9225,0.6669,0.8749,0.7569,1950.95,70.61
23_F,GraphMindRL,0.9225,0.6812,0.8648,0.7621,1950.43,70.59
23_F,RLAdaptiveEnsemble,0.9012,0.5538,0.8612,0.6741,1920.69,69.51
15_F,Random,0.9109,0.1738,0.5126,0.2596,2206.59,79.86
15_F,LRU,0.9493,0.7254,0.9098,0.8072,2264.96,81.97
15_F,LFU,0.9443,0.6722,0.9089,0.7728,2257.72,81.71
15_F,Frequency,0.9468,0.6875,0.9167,0.7857,2261.34,81.84
15_F,RecencyFrequency,0.948,0.6912,0.918,0.7886,2263.15,81.91
15_F,Markov-1,0.9592,0.7605,0.9374,0.8398,2279.52,82.5
15_F,Markov-2,0.9542,0.7669,0.9278,0.8397,2272.53,82.25
15_F,VariableOrderMarkov,0.9431,0.6906,0.9178,0.7882,2255.17,81.62
15_F,ContextMarkov,0.9443,0.6766,0.9127,0.7771,2257.4,81.7
15_F,ClusterMarkov,0.9307,0.6749,0.9121,0.7758,2237.07,80.97
15_F,GlobalMarkov2,0.9356,0.7145,0.9207,0.8046,2242.62,81.17
15_F,GraphOnly,0.9592,0.7605,0.9374,0.8398,2279.52,82.5
15_F,Graph+Confidence,0.948,0.7904,0.9421,0.8596,2263.48,81.92
15_F,GraphMindRL,0.9455,0.8043,0.9363,0.8653,2259.86,81.79
15_F,RLAdaptiveEnsemble,0.9431,0.6871,0.9165,0.7854,2255.09,81.62
1_M,Random,0.8678,0.1605,0.4888,0.2417,2101.54,76.06
1_M,LRU,0.9449,0.5793,0.8367,0.6846,2207.91,79.91
1_M,LFU,0.9449,0.4983,0.8288,0.6224,2207.91,79.91
1_M,Frequency,0.9449,0.4763,0.8197,0.6025,2206.82,79.87
1_M,RecencyFrequency,0.9515,0.5093,0.8384,0.6336,2216.48,80.22
1_M,Markov-1,0.9604,0.6356,0.8909,0.7419,2230.26,80.72
1_M,Markov-2,0.9604,0.631,0.8616,0.7285,2230.26,80.72
1_M,VariableOrderMarkov,0.9493,0.4906,0.8281,0.6162,2213.26,80.1
1_M,ContextMarkov,0.9361,0.4846,0.8246,0.6105,2193.94,79.4
1_M,ClusterMarkov,0.9185,0.4676,0.8126,0.5936,2168.18,78.47
1_M,GlobalMarkov2,0.9604,0.5536,0.8425,0.6682,2230.26,80.72
1_M,GraphOnly,0.9604,0.6356,0.8909,0.7419,2230.26,80.72
1_M,Graph+Confidence,0.9515,0.7102,0.9164,0.8002,2218.46,80.29
1_M,GraphMindRL,0.9559,0.7053,0.8985,0.7903,2224.9,80.52
1_M,RLAdaptiveEnsemble,0.9405,0.4833,0.8239,0.6092,2200.38,79.64
30_F,Random,0.8417,0.1612,0.49,0.2426,2006.12,72.61
30_F,LRU,0.9472,0.4814,0.7948,0.5996,2159.84,78.17
30_F,LFU,0.945,0.4944,0.8264,0.6186,2156.48,78.05
30_F,Frequency,0.945,0.4737,0.8182,0.6,2156.48,78.05
30_F,RecencyFrequency,0.9495,0.4724,0.8174,0.5988,2163.19,78.29
30_F,Markov-1,0.945,0.6182,0.889,0.7293,2156.48,78.05
30_F,Markov-2,0.945,0.6328,0.8831,0.7373,2156.48,78.05
30_F,VariableOrderMarkov,0.9518,0.4728,0.8176,0.5991,2166.54,78.41
30_F,ContextMarkov,0.9404,0.4337,0.7929,0.5607,2149.78,77.81
30_F,ClusterMarkov,0.9266,0.4559,0.8069,0.5826,2129.66,77.08
30_F,GlobalMarkov2,0.922,0.5821,0.8638,0.6955,2122.95,76.84
30_F,GraphOnly,0.945,0.6182,0.889,0.7293,2156.48,78.05
30_F,Graph+Confidence,0.9495,0.6303,0.8916,0.7385,2163.19,78.29
30_F,GraphMindRL,0.9518,0.664,0.8859,0.7591,2166.54,78.41
30_F,RLAdaptiveEnsemble,0.9472,0.4511,0.8042,0.578,2159.84,78.17
9_M,Random,0.85,0.2015,0.5578,0.296,1910.25,69.14
9_M,LRU,0.8375,0.2463,0.5753,0.345,1891.97,68.48
9_M,LFU,0.8375,0.2216,0.5753,0.32,1891.97,68.48
9_M,Frequency,0.8875,0.2308,0.6,0.3333,1965.08,71.12
9_M,RecencyFrequency,0.85,0.2199,0.585,0.3197,1910.25,69.14
9_M,Markov-1,0.8875,0.343,0.7067,0.4619,1965.08,71.12
9_M,Markov-2,0.9125,0.4454,0.6974,0.5436,2001.62,72.44
9_M,VariableOrderMarkov,0.875,0.1801,0.5235,0.268,1949.69,70.56
9_M,ContextMarkov,0.85,0.1724,0.5102,0.2577,1910.25,69.14
9_M,ClusterMarkov,0.8125,0.1639,0.4861,0.2452,1855.42,67.15
9_M,GlobalMarkov2,0.8375,0.3798,0.6712,0.4851,1894.87,68.58
9_M,GraphOnly,0.8875,0.343,0.7067,0.4619,1965.08,71.12
9_M,Graph+Confidence,0.8875,0.4145,0.76,0.5365,1965.08,71.12
9_M,GraphMindRL,0.9125,0.444,0.7566,0.5596,2001.62,72.44
9_M,RLAdaptiveEnsemble,0.8375,0.1705,0.5068,0.2552,1891.97,68.48
10_M,Random,0.9661,0.2652,0.6435,0.3756,2404.63,87.03
10_M,LRU,0.9661,0.6696,0.6522,0.6608,2404.63,87.03
10_M,LFU,0.9661,0.5435,0.6522,0.5929,2404.63,87.03
10_M,Frequency,0.9661,0.2804,0.6609,0.3938,2404.63,87.03
10_M,RecencyFrequency,0.9661,0.2804,0.6609,0.3938,2404.63,87.03
10_M,Markov-1,0.9661,0.9167,0.9565,0.9362,2404.63,87.03
10_M,Markov-2,0.9661,0.9167,0.9565,0.9362,2404.63,87.03
10_M,VariableOrderMarkov,0.9661,0.2804,0.6609,0.3938,2404.63,87.03
10_M,ContextMarkov,0.9661,0.2804,0.6609,0.3938,2404.63,87.03
10_M,ClusterMarkov,0.9661,0.2727,0.6522,0.3846,2404.63,87.03
10_M,GlobalMarkov2,0.9831,0.4923,0.8276,0.6174,2429.41,87.93
10_M,GraphOnly,0.9661,0.9167,0.9565,0.9362,2404.63,87.03
10_M,Graph+Confidence,0.9661,0.9565,0.9565,0.9565,2404.63,87.03
10_M,GraphMindRL,0.9661,0.9565,0.9565,0.9565,2404.63,87.03
10_M,RLAdaptiveEnsemble,0.9661,0.2804,0.6609,0.3938,2404.63,87.03
