phase,user_id,policy,hit_rate,precision,recall,f1,latency_saved_ms,latency_saved_pct
phase4_order,30_F,M2_Backoff_3,0.945,0.6296,0.889,0.7372,2156.48,78.05
phase4_order,30_F,M2_Backoff_5,0.945,0.6313,0.8914,0.7391,2156.48,78.05
phase4_order,30_F,M2_Backoff_10,0.9381,0.628,0.8922,0.7372,2146.42,77.68
phase4_order,30_F,M2_JM_K3,0.9427,0.6447,0.9007,0.7515,2153.13,77.93
phase4_order,30_F,M2_JM_K5,0.945,0.648,0.902,0.7542,2156.48,78.05
phase4_order,30_F,M2_JM_K10,0.9472,0.6453,0.9009,0.752,2159.84,78.17
phase4_order,9_M,M2_Naive,0.9125,0.4454,0.6974,0.5436,2001.62,72.44
phase4_order,9_M,M2_Laplace_001,0.9125,0.4454,0.6974,0.5436,2001.62,72.44
phase4_order,9_M,M2_Laplace_010,0.9125,0.4454,0.6974,0.5436,2001.62,72.44
phase4_order,9_M,M2_Laplace_050,0.9125,0.4454,0.6974,0.5436,2001.62,72.44
phase4_order,9_M,M2_Backoff_3,0.875,0.3431,0.7047,0.4615,1946.8,70.46
phase4_order,9_M,M2_Backoff_5,0.875,0.3409,0.7047,0.4595,1946.8,70.46
phase4_order,9_M,M2_Backoff_10,0.875,0.3409,0.7047,0.4595,1946.8,70.46
phase4_order,9_M,M2_JM_K3,0.95,0.3651,0.7419,0.4894,2059.34,74.53
phase4_order,9_M,M2_JM_K5,0.95,0.3651,0.7419,0.4894,2059.34,74.53
phase4_order,9_M,M2_JM_K10,0.95,0.3651,0.7419,0.4894,2059.34,74.53
phase4_order,10_M,M2_Naive,0.9661,0.9167,0.9565,0.9362,2404.63,87.03
phase4_order,10_M,M2_Laplace_001,0.9661,0.9167,0.9565,0.9362,2404.63,87.03
phase4_order,10_M,M2_Laplace_010,0.9661,0.9167,0.9565,0.9362,2404.63,87.03
phase4_order,10_M,M2_Laplace_050,0.9661,0.9167,0.9565,0.9362,2404.63,87.03
phase4_order,10_M,M2_Backoff_3,0.9661,0.9167,0.9565,0.9362,2404.63,87.03
phase4_order,10_M,M2_Backoff_5,0.9661,0.9167,0.9565,0.9362,2404.63,87.03
phase4_order,10_M,M2_Backoff_10,0.9661,0.9167,0.9565,0.9362,2404.63,87.03
phase4_order,10_M,M2_JM_K3,0.9661,0.8819,0.9739,0.9256,2404.63,87.03
phase4_order,10_M,M2_JM_K5,0.9661,0.8819,0.9739,0.9256,2404.63,87.03
phase4_order,10_M,M2_JM_K10,0.9661,0.8819,0.9739,0.9256,2404.63,87.03
