phase,user_id,policy,hit_rate,precision,recall,f1,latency_saved_ms,latency_saved_pct
phase4_order,27_F,M2_Laplace_010,0.6473,0.3233,0.6361,0.4287,1212.9,43.9
phase4_order,27_F,M2_Laplace_050,0.6473,0.3233,0.6361,0.4287,1212.9,43.9
phase4_order,27_F,M2_Backoff_3,0.658,0.3072,0.6546,0.4182,1228.56,44.46
phase4_order,27_F,M2_Backoff_5,0.6565,0.3022,0.6577,0.4141,1226.49,44.39
phase4_order,27_F,M2_Backoff_10,0.6671,0.3088,0.6654,0.4218,1241.99,44.95
phase4_order,27_F,M2_JM_K3,0.67,0.2994,0.6812,0.416,1245.96,45.09
phase4_order,27_F,M2_JM_K5,0.6707,0.2995,0.6813,0.4161,1246.99,45.13
phase4_order,27_F,M2_JM_K10,0.6707,0.3024,0.6843,0.4195,1246.99,45.13
phase4_order,24_F,M2_Naive,0.9814,0.7929,0.9432,0.8615,2034.22,73.62
phase4_order,24_F,M2_Laplace_001,0.9814,0.7929,0.9432,0.8615,2034.22,73.62
phase4_order,24_F,M2_Laplace_010,0.9814,0.7929,0.9432,0.8615,2034.22,73.62
phase4_order,24_F,M2_Laplace_050,0.9814,0.7929,0.9432,0.8615,2034.22,73.62
phase4_order,24_F,M2_Backoff_3,0.9821,0.7893,0.9459,0.8605,2035.26,73.66
phase4_order,24_F,M2_Backoff_5,0.9824,0.7882,0.9461,0.86,2035.61,73.67
phase4_order,24_F,M2_Backoff_10,0.984,0.7896,0.947,0.8612,2037.93,73.76
phase4_order,24_F,M2_JM_K3,0.9824,0.7908,0.9498,0.863,2035.49,73.67
phase4_order,24_F,M2_JM_K5,0.9817,0.7903,0.9496,0.8627,2034.64,73.64
phase4_order,24_F,M2_JM_K10,0.9809,0.7903,0.9496,0.8626,2033.59,73.6
phase4_order,13_F,M2_Naive,0.9405,0.5149,0.8163,0.6315,2045.96,74.05
phase4_order,13_F,M2_Laplace_001,0.9405,0.5149,0.8163,0.6315,2045.96,74.05
phase4_order,13_F,M2_Laplace_010,0.9405,0.5149,0.8163,0.6315,2045.96,74.05
phase4_order,13_F,M2_Laplace_050,0.9405,0.5149,0.8163,0.6315,2045.96,74.05
phase4_order,13_F,M2_Backoff_3,0.9423,0.5121,0.8269,0.6325,2049.03,74.16
phase4_order,13_F,M2_Backoff_5,0.9432,0.5134,0.8312,0.6347,2050.4,74.21
phase4_order,13_F,M2_Backoff_10,0.946,0.5169,0.8343,0.6383,2054.78,74.37
phase4_order,13_F,M2_JM_K3,0.9487,0.5231,0.8458,0.6464,2057.83,74.48
phase4_order,13_F,M2_JM_K5,0.9487,0.524,0.8463,0.6472,2057.83,74.48
phase4_order,13_F,M2_JM_K10,0.9515,0.529,0.8488,0.6518,2061.84,74.62
phase4_order,17_F,M2_Naive,0.9639,0.6902,0.891,0.7779,2306.73,83.49
phase4_order,17_F,M2_Laplace_001,0.9639,0.6902,0.891,0.7779,2306.73,83.49
